大分類番号	中分類名	県NO	地域	カラー区分	並び順	名前	入手日
07_四国 モケケ	05_高知	039	高知	赤	3	坂本龍馬	
07_四国 モケケ	05_高知	039	高知	総柄	2	よさこい　総柄	
07_四国 モケケ	05_高知	039	高知	青	1	土佐カツオ	
08_九州 モケケ	01_福岡	040	福岡	黄	27	金印S	
08_九州 モケケ	01_福岡	040	福岡	白	26	博多ラーメン	
08_九州 モケケ	01_福岡	040	福岡	白	25	福岡うどん	
08_九州 モケケ	01_福岡	040	福岡	グレー	24	ごまさば	
08_九州 モケケ	01_福岡	040	福岡	白	23	水炊き	
08_九州 モケケ	01_福岡	040	福岡	白	22	いか造り	
08_九州 モケケ	01_福岡	040	福岡	青	21	糸島	
08_九州 モケケ	01_福岡	040	福岡	黃	20	焼きカレー	
08_九州 モケケ	01_福岡	040	福岡	赤	19	門司港レトロ	
08_九州 モケケ	01_福岡	040	福岡	赤	18	明太子　ピンク	
08_九州 モケケ	01_福岡	040	福岡	青	17	よかろうもん　ブルー	
08_九州 モケケ	01_福岡	040	福岡	総柄	16	あまおう　総柄	
08_九州 モケケ	01_福岡	040	福岡	赤	15	どんたく	
08_九州 モケケ	01_福岡	040	福岡	黃	14	北九州　バナナの叩き売り	
08_九州 モケケ	01_福岡	040	福岡	緑	13	八女茶	
08_九州 モケケ	01_福岡	040	福岡	赤	12	明太子	
08_九州 モケケ	01_福岡	040	福岡	総柄	11	太宰府　総柄	
08_九州 モケケ	01_福岡	040	福岡	総柄	10	あまおう　総柄	
08_九州 モケケ	01_福岡	040	福岡	総柄	9	明太子　総柄　黒	
08_九州 モケケ	01_福岡	040	福岡	総柄	8	明太子　総柄	
08_九州 モケケ	01_福岡	040	福岡	黃	7	にわかせんべい	
08_九州 モケケ	01_福岡	040	福岡	赤	6	山笠	
08_九州 モケケ	01_福岡	040	福岡	緑	5	大宰府	
08_九州 モケケ	01_福岡	040	福岡	白	4	博多ラーメン	○
08_九州 モケケ	01_福岡	040	福岡	赤	3	博多あまおう	
08_九州 モケケ	01_福岡	040	福岡	赤	2	よかろうもん	
08_九州 モケケ	01_福岡	040	福岡	赤	1	明太子	
08_九州 モケケ	02_佐賀	041	佐賀	緑	6	うれしの茶	
08_九州 モケケ	02_佐賀	041	佐賀	赤	5	呼子イカ　パープル	
08_九州 モケケ	02_佐賀	041	佐賀	黃	4	はにわ	
08_九州 モケケ	02_佐賀	041	佐賀	黃	3	バルーン	
08_九州 モケケ	02_佐賀	041	佐賀	黒	2	呼子イカ	
08_九州 モケケ	02_佐賀	041	佐賀	青	1	むつごろう	
08_九州 モケケ	03_長崎	042	長崎	黄	9	佐世保バーガー	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	緑	8	眼鏡橋	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	白	7	尾曲がり猫	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	総柄	6	カステラくん　総柄　L	
08_九州 モケケ	03_長崎	042	長崎	赤	5	ザビエル	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	赤	4	中華街	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	青	3	教会	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	緑	2	くんち	2025/08/10
08_九州 モケケ	03_長崎	042	長崎	黃	1	カステラ	2025/08/10
08_九州 モケケ	04_熊本	043	熊本	黒	4	熊本城	
08_九州 モケケ	04_熊本	043	熊本	黒	3	加藤清正	○
08_九州 モケケ	04_熊本	043	熊本	黃	2	からし蓮根	
08_九州 モケケ	04_熊本	043	熊本	赤	1	スイカ	○
08_九州 モケケ	05_大分	044	大分	黄	13	麦焼酎	
08_九州 モケケ	05_大分	044	大分	青	12	湯布院	
08_九州 モケケ	05_大分	044	大分	白	11	とり天	
08_九州 モケケ	05_大分	044	大分	黃	10	からあげ	
08_九州 モケケ	05_大分	044	大分	青	9	関さば	
08_九州 モケケ	05_大分	044	大分	総柄	8	湯布院　総柄	
08_九州 モケケ	05_大分	044	大分	総柄	7	かぼす　総柄	
08_九州 モケケ	05_大分	044	大分	総柄	6	温泉　総柄	
08_九州 モケケ	05_大分	044	大分	総柄	5	黃鬼　総柄	
08_九州 モケケ	05_大分	044	大分	黃	4	高崎山おさる	
08_九州 モケケ	05_大分	044	大分	赤	3	赤鬼	
08_九州 モケケ	05_大分	044	大分	白	2	温泉	
08_九州 モケケ	05_大分	044	大分	緑	1	かぼす	
08_九州 モケケ	06_宮崎	045	宮崎	青	11	サーフィン	
08_九州 モケケ	06_宮崎	045	宮崎	赤	10	ブーゲンビリア	
08_九州 モケケ	06_宮崎	045	宮崎	黒	9	炭火焼き	
08_九州 モケケ	06_宮崎	045	宮崎	白	8	ひょっとこ	
08_九州 モケケ	06_宮崎	045	宮崎	城	7	高千穂	
08_九州 モケケ	06_宮崎	045	宮崎	グレー	6	モアイ	
08_九州 モケケ	06_宮崎	045	宮崎	赤	5	辛麺	
08_九州 モケケ	06_宮崎	045	宮崎	黒	4	牛	
08_九州 モケケ	06_宮崎	045	宮崎	黃	3	地鶏	
08_九州 モケケ	06_宮崎	045	宮崎	黃	2	日向夏	
08_九州 モケケ	06_宮崎	045	宮崎	黃	1	マンゴー	
08_九州 モケケ	07_鹿児島	046	鹿児島	黄	19	さつま揚げ	
08_九州 モケケ	07_鹿児島	046	鹿児島	白	18	鶏飯	
08_九州 モケケ	07_鹿児島	046	鹿児島	黃	17	さつま犬　ツン	
08_九州 モケケ	07_鹿児島	046	鹿児島	黒	16	黒うさぎ	
08_九州 モケケ	07_鹿児島	046	鹿児島	黃	15	ヤクシカ	
08_九州 モケケ	07_鹿児島	046	鹿児島	総柄	14	大島紬	
08_九州 モケケ	07_鹿児島	046	鹿児島	総柄L	13	黒豚　総柄　L	
08_九州 モケケ	07_鹿児島	046	鹿児島	総柄L	12	しろくま　総柄　L	
08_九州 モケケ	07_鹿児島	046	鹿児島	総柄	11	しろくま　総柄	
08_九州 モケケ	07_鹿児島	046	鹿児島	総柄	10	黒ぶた　総柄	
08_九州 モケケ	07_鹿児島	046	鹿児島	青	9	紫いも	
08_九州 モケケ	07_鹿児島	046	鹿児島	赤	8	西郷どん	
08_九州 モケケ	07_鹿児島	046	鹿児島	黃	7	安納芋	
08_九州 モケケ	07_鹿児島	046	鹿児島	青	6	芋焼酎	
08_九州 モケケ	07_鹿児島	046	鹿児島	白	5	しろくま	
08_九州 モケケ	07_鹿児島	046	鹿児島	黒	4	黒ぶた	
08_九州 モケケ	07_鹿児島	046	鹿児島	赤	3	桜島　ピンク	
08_九州 モケケ	07_鹿児島	046	鹿児島	緑	2	桜島	
08_九州 モケケ	07_鹿児島	046	鹿児島	赤	1	紅さつまいも	
09_沖縄 モケケ	01_沖縄	047	沖縄	緑	18	ゴーヤN	
09_沖縄 モケケ	01_沖縄	047	沖縄	黄	17	パインN	
09_沖縄 モケケ	01_沖縄	047	沖縄	赤	16	シーサーN	
09_沖縄 モケケ	01_沖縄	047	沖縄	黒	15	ヤンバルクイナ	
09_沖縄 モケケ	01_沖縄	047	沖縄	総柄	14	総柄ハイビスカス	
09_沖縄 モケケ	01_沖縄	047	沖縄	黃	13	紅芋タルト	
09_沖縄 モケケ	01_沖縄	047	沖縄	黒	12	あぐー豚	
09_沖縄 モケケ	01_沖縄	047	沖縄	白	11	ハブ	
09_沖縄 モケケ	01_沖縄	047	沖縄	総柄	10	ゴーヤー　総柄　L	
09_沖縄 モケケ	01_沖縄	047	沖縄	総柄	9	パイン　総柄　L	
09_沖縄 モケケ	01_沖縄	047	沖縄	総柄	8	ゴーヤー　総柄	2019/06/05
09_沖縄 モケケ	01_沖縄	047	沖縄	総柄	7	パイン　総柄　L	2022/01/01
09_沖縄 モケケ	01_沖縄	047	沖縄	白	6	ジンベイザメ	
09_沖縄 モケケ	01_沖縄	047	沖縄	青	5	紅芋	2022/01/01
09_沖縄 モケケ	01_沖縄	047	沖縄	赤	4	ハイビスカス	
09_沖縄 モケケ	01_沖縄	047	沖縄	緑	3	ゴーヤー	
09_沖縄 モケケ	01_沖縄	047	沖縄	黃	2	パイン	
09_沖縄 モケケ	01_沖縄	047	沖縄	赤	1	シーサー	
09_沖縄 モケケ	02_石垣島	047I	石垣島	赤	6	島とうがらし	
09_沖縄 モケケ	02_石垣島	047I	石垣島	青	5	シーサー　ブルー	
09_沖縄 モケケ	02_石垣島	047I	石垣島	赤	4	シーサー　ピンク	
09_沖縄 モケケ	02_石垣島	047I	石垣島	グレー	3	水牛	
09_沖縄 モケケ	02_石垣島	047I	石垣島	黒	2	星　総柄　L	
09_沖縄 モケケ	02_石垣島	047I	石垣島	黒	1	牛	
09_沖縄 モケケ	03_宮古島	047M	宮古島	白	9	ハイビスカス	
09_沖縄 モケケ	03_宮古島	047M	宮古島	緑	8	パーントゥ	
09_沖縄 モケケ	03_宮古島	047M	宮古島	白	7	ヤギ	
09_沖縄 モケケ	03_宮古島	047M	宮古島	黃	6	マンゴー	
09_沖縄 モケケ	03_宮古島	047M	宮古島	緑	5	んみゃーち	
09_沖縄 モケケ	03_宮古島	047M	宮古島	総柄	4	サンゴ　総柄　L	
09_沖縄 モケケ	03_宮古島	047M	宮古島	青	3	伊良部大橋	
09_沖縄 モケケ	03_宮古島	047M	宮古島	総柄	2	お魚　総柄	
09_沖縄 モケケ	03_宮古島	047M	宮古島	総柄	1	うずまきパン　総柄	
09_沖縄 モケケ	04_八重山	047Y	八重山	総柄	3	ミンサー柄ピンク	
09_沖縄 モケケ	04_八重山	047Y	八重山	総柄	2	ミンサー柄エメラルドグリーン	
09_沖縄 モケケ	04_八重山	047Y	八重山	黃	1	イリオモテヤマネコ	
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	白	6	野球部	2019/12/31
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	緑	5	サッカー部	○
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	黃	4	バスケ部	○
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	白	2	ラグビー部	2020/12/31
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	黃	2	バレー部	○
10_スポーツ モケケ	01_スポーツ	0SPORT	スポーツ	緑	1	テニス部	2024/04/13
11_水族館 モケケ	01_水族館	0AQUA	水族館	黃	14	ラッコ２	2023/03/25
11_水族館 モケケ	01_水族館	0AQUA	水族館	白	13	アカクラゲ2	
11_水族館 モケケ	01_水族館	0AQUA	水族館	グレー	12	シロワニ2	2022/01/25
11_水族館 モケケ	01_水族館	0AQUA	水族館	青	11	ジンベエザメ2	
11_水族館 モケケ	01_水族館	0AQUA	水族館	青	10	クラゲ2	2022/06/11
11_水族館 モケケ	01_水族館	0AQUA	水族館	黃	9	ギンブナ2	
11_水族館 モケケ	01_水族館	0AQUA	水族館	白	8	アザラシ２	2022/01/25
11_水族館 モケケ	01_水族館	0AQUA	水族館	黒	7	ペンギン2	2022/01/25
11_水族館 モケケ	01_水族館	0AQUA	水族館	黃	6	カワウソ2	2023/03/25
11_水族館 モケケ	01_水族館	0AQUA	水族館	青	5	イルカ2	2022/05/02
11_水族館 モケケ	01_水族館	0AQUA	水族館	黃	4	ニシキアナゴ	2018/11/30
11_水族館 モケケ	01_水族館	0AQUA	水族館	黒	3	ペンギン	2022/06/11
11_水族館 モケケ	01_水族館	0AQUA	水族館	白	2	アザラシ	2018/11/30
11_水族館 モケケ	01_水族館	0AQUA	水族館	青	1	イルカ	2018/11/30
11_水族館 モケケ	99_リゾート限定	0RESORT	リゾート限定		0	ホヌX	2022/01/25
11_水族館 モケケ	99_水族館（八景島）	0AQUA	水族館（八景島）	廃止？	0	シロイルカX	2023/03/25
12_季節 モケケ	01_春	０SPRING	春	総柄	2	さくら総柄	2024/04/13
12_季節 モケケ	01_春	０SPRING	春	赤	1	さくら	2024/04/13
12_季節 モケケ	02_夏	0SUMMER	夏	総柄	4	ひまわり　総柄	
12_季節 モケケ	02_夏	0SUMMER	夏	総柄	3	花火　総柄	
12_季節 モケケ	02_夏	0SUMMER	夏	青	2	お祭り	2020/12/21
12_季節 モケケ	02_夏	0SUMMER	夏	白	1	かき氷	2022/01/25
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	青	15	雪の結晶	2024/12/15
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	赤	14	マフラー	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	黃	13	トナカイ	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	白	12	スノーマン	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	赤	11	イヤーマフ	2019/12/01
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	青	10	スノー	2019/12/01
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	白	9	雪だるま３	2019/12/01
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	総柄	8	雪の妖精	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	総柄	7	雪だるま　総柄	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	白	6	雪うさぎ	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	青	5	ノルディック	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	青	4	ニット帽	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	白	3	雪だるま２	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	青	2	雪	
12_季節 モケケ	03_ウィンター	0WINTER	ウィンター	白	1	雪だるま	
12_季節 モケケ	04_その他	０HIGHWAY	ハイウェイ 	緑	4	無事カエル	2023/08/16
12_季節 モケケ	04_その他	０HIGHWAY	ハイウェイ 	総柄	3	無事カエル（総柄）	2023/01/01
12_季節 モケケ	04_その他	0Rere	限定	青	2	アマビエブルー	2021/06/30
12_季節 モケケ	04_その他	0Rere	限定	赤	1	アマビエピンク	2020/10/12
